debug8YDKXF:debug04HF28,0,1435604195048,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debug8YDKXF:debug04HF28,1,1435604199003,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 3946, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debug8YDKXF:debug04HF28,2,1435604201894,"[""IS IT FLESH-COLORED?"", ""RING"", ""-1.0""]"
debug8YDKXF:debug04HF28,3,1435604203631,"[""IS IT BLUE?"", ""BARN"", ""-1.0""]"
debug8YDKXF:debug04HF28,4,1435604207281,"[""IS IT A BODY PART?"", ""SCAR"", ""0.5""]"
debug8YDKXF:debug04HF28,5,1435604210809,"[""DO YOU INTERACT WITH IT?"", ""PLUG"", ""1.0""]"
debug8YDKXF:debug04HF28,6,1435604213625,"[""DOES IT HAVE A TAIL?"", ""TROPHY"", ""-1.0""]"
debugOLM4GI:debugWPO2MU,0,1435604285741,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugOLM4GI:debugWPO2MU,1,1435604286592,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 842, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugOLM4GI:debugWPO2MU,2,1435604288455,"[""WOULD YOU FIND IT NEAR A ROAD?"", ""WEED"", ""-1.0""]"
debugOLM4GI:debugWPO2MU,3,1435604290108,"[""IS IT FLESH-COLORED?"", ""FLEA"", ""-1.0""]"
debugOLM4GI:debugWPO2MU,4,1435604291377,"[""DOES IT HAVE FLAT / STRAIGHT SIDES?"", ""SPOOL"", ""-1.0""]"
debugOLM4GI:debugWPO2MU,5,1435604292236,"[""CAN YOU USE IT?"", ""ENVELOPE"", ""-1.0""]"
debugOLM4GI:debugWPO2MU,6,1435604293061,"[""IS IT WARM BLOODED?"", ""CANTEEN"", ""-1.0""]"
debug3RDYHU:debugPXNZF4,0,1435604415231,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debug3RDYHU:debugPXNZF4,1,1435604416089,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 847, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debug3RDYHU:debugPXNZF4,2,1435604417103,"[""DOES IT OPEN?"", ""BIN"", ""-0.5""]"
debug3RDYHU:debugPXNZF4,3,1435604417525,"[""IS IT BLUE?"", ""FRISBEE"", ""-0.5""]"
debug3RDYHU:debugPXNZF4,4,1435604417917,"[""IS IT BLUE?"", ""FRISBEE"", ""-0.5""]"
debug3RDYHU:debugPXNZF4,5,1435604418400,"[""CAN YOU HOLD IT?"", ""ENVELOPE"", ""-0.5""]"
debug3RDYHU:debugPXNZF4,6,1435604420021,"[""IS IT BIGGER THAN A MICROWAVE OVEN?"", ""WAX"", ""-0.5""]"
debugJWY33S:debugVX8VF5,0,1435604468310,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugJWY33S:debugVX8VF5,1,1435604469704,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1386, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugJWY33S:debugVX8VF5,2,1435604471741,"[""DOES IT CHANGE COLOR?"", ""FOREHEAD"", ""-0.5""]"
debugJWY33S:debugVX8VF5,3,1435604473208,"[""IS IT BIGGER THAN A LOAF OF BREAD?"", ""DITCH"", ""-0.5""]"
debugJWY33S:debugVX8VF5,4,1435604474416,"[""IS IT COLORFUL?"", ""OCEAN"", ""0.0""]"
debugJWY33S:debugVX8VF5,5,1435604475216,"[""WOULD YOU AVOID TOUCHING IT?"", ""VULTURE"", ""0.0""]"
debugJWY33S:debugVX8VF5,6,1435604476092,"[""IS IT BLUE?"", ""SEA"", ""0.0""]"
debugKHV40O:debugY117UP,0,1435604540134,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugKHV40O:debugY117UP,1,1435604541184,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1040, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugKHV40O:debugY117UP,2,1435604542828,"[""WOULD YOU FIND IT IN A RESTAURANT?"", ""CANDY"", ""-0.5""]"
debugKHV40O:debugY117UP,3,1435604544965,"[""DOES IT HAVE MOVING PARTS?"", ""PUPPY"", ""0.5""]"
debugKHV40O:debugY117UP,4,1435604546869,"[""DOES IT COME IN PAIRS?"", ""EARRING"", ""-0.5""]"
debugKHV40O:debugY117UP,5,1435604547617,"[""DO YOU INTERACT WITH IT?"", ""SHOVEL"", ""-1.0""]"
debugKHV40O:debugY117UP,6,1435604549164,"[""DOES IT ROLL?"", ""CD"", ""0.0""]"
debugISN9TB:debugHY5X6Y,0,1435604683981,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugISN9TB:debugHY5X6Y,1,1435604684815,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 826, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugISN9TB:debugHY5X6Y,2,1435604686473,"[""IS IT MADE OF METAL?"", ""WHEAT"", ""-0.5""]"
debugISN9TB:debugHY5X6Y,3,1435604686737,"[""IS IT MADE OF METAL?"", ""WHEAT"", ""-0.5""]"
debugISN9TB:debugHY5X6Y,4,1435604686954,"[""DOES IT HAVE A STRONG SMELL?"", ""SALMON"", ""-0.5""]"
debugISN9TB:debugHY5X6Y,5,1435604687223,"[""CAN YOU USE IT UP?"", ""DIRT"", ""-0.5""]"
debugISN9TB:debugHY5X6Y,6,1435604687446,"[""IS IT SOFT?"", ""FLEA"", ""-0.5""]"
debugIL89T5:debugQ2ZNAG,0,1435604739257,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugIL89T5:debugQ2ZNAG,1,1435604740781,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1513, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugIL89T5:debugQ2ZNAG,2,1435604741720,"[""IS IT TALLER THAN A PERSON?"", ""SKIN"", ""-0.5""]"
debugIL89T5:debugQ2ZNAG,3,1435604741983,"[""IS IT TALLER THAN A PERSON?"", ""SKIN"", ""-0.5""]"
debugIL89T5:debugQ2ZNAG,4,1435604742218,"[""CAN YOU USE IT UP?"", ""KERNEL"", ""-0.5""]"
debugIL89T5:debugQ2ZNAG,5,1435604742457,"[""IS IT POINTED / SHARP?"", ""PENGUIN"", ""-0.5""]"
debugIL89T5:debugQ2ZNAG,6,1435604742690,"[""CAN IT BE WASHED?"", ""BLANKET"", ""-0.5""]"
debugFBW4YH:debugDW1PND,0,1435604824837,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugFBW4YH:debugDW1PND,1,1435604825942,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1095, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugFBW4YH:debugDW1PND,2,1435604826802,"[""CAN YOU TOUCH IT?"", ""IVY"", ""-0.5""]"
debugFBW4YH:debugDW1PND,3,1435604827661,"[""CAN YOU TOUCH IT?"", ""BIN"", ""-0.5""]"
debugFBW4YH:debugDW1PND,4,1435604828400,"[""DOES IT COME FROM A PLANT?"", ""TREE"", ""-0.5""]"
debugFBW4YH:debugDW1PND,5,1435604829209,"[""DOES IT HAVE A HARD INSIDE?"", ""CRICKET"", ""-0.5""]"
debugFBW4YH:debugDW1PND,6,1435604830028,"[""IS IT LIGHTWEIGHT?"", ""EARRING"", ""-0.5""]"
debugWA42VM:debugNM3FVM,0,1435607097618,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugWA42VM:debugNM3FVM,1,1435607098510,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 883, ""action"": ""FinishInstructions"", ""template"": ""instructions/instruct-ready.html""}"
debugWA42VM:debugNM3FVM,2,1435607100307,"[""DOES IT CHANGE COLOR?"", ""EGGPLANT"", ""0.0""]"
debugWA42VM:debugNM3FVM,3,1435607100533,"[""DOES IT CHANGE COLOR?"", ""EGGPLANT"", ""0.0""]"
debugWA42VM:debugNM3FVM,4,1435607100761,"[""WAS IT AROUND 100 YEARS AGO?"", ""SCISSORS"", ""0.0""]"
debugWA42VM:debugNM3FVM,5,1435607100983,"[""CAN YOU BUY IT?"", ""NECKTIE"", ""0.0""]"
debugWA42VM:debugNM3FVM,6,1435607101180,"[""WOULD YOU AVOID TOUCHING IT?"", ""VULTURE"", ""0.0""]"
debugWA42VM:debugNM3FVM,7,1435607101382,"[""WOULD YOU AVOID TOUCHING IT?"", ""VULTURE"", ""0.0""]"
debugWA42VM:debugNM3FVM,8,1435607101573,"[""DOES IT COME FROM A PLANT?"", ""CHOCOLATE"", ""0.0""]"
debugWA42VM:debugNM3FVM,9,1435607101761,"[""DOES IT CHANGE COLOR?"", ""DRIVEWAY"", ""0.0""]"
debugWA42VM:debugNM3FVM,10,1435607102222,"[""IS IT COLORFUL?"", ""BARN"", ""0.0""]"
debugWA42VM:debugNM3FVM,11,1435607102434,"[""IS IT COLORFUL?"", ""BARN"", ""0.0""]"
debugWA42VM:debugNM3FVM,12,1435607102614,"[""IS IT COLORFUL?"", ""BARN"", ""0.0""]"
debugWA42VM:debugNM3FVM,13,1435607102822,"[""IS IT WARM BLOODED?"", ""DENT"", ""0.0""]"
debugWA42VM:debugNM3FVM,14,1435607103037,"[""IS IT COLD?"", ""FLEA"", ""0.0""]"
debugWA42VM:debugNM3FVM,15,1435607103242,"[""DOES IT HAVE A TAIL?"", ""FOX"", ""0.0""]"
debugWA42VM:debugNM3FVM,16,1435607103424,"[""DOES IT HAVE A TAIL?"", ""FOX"", ""0.0""]"
debugWA42VM:debugNM3FVM,17,1435607103615,"[""IS IT A PERSON?"", ""CUP"", ""0.0""]"
debugWA42VM:debugNM3FVM,18,1435607103815,"[""DOES IT CHANGE COLOR?"", ""POTATO"", ""0.0""]"
debugWA42VM:debugNM3FVM,19,1435607103985,"[""IS IT POINTED / SHARP?"", ""WINDMILL"", ""0.0""]"
debugWA42VM:debugNM3FVM,20,1435607104161,"[""DOES IT HAVE ROOTS?"", ""PIMPLE"", ""0.0""]"
debugWA42VM:debugNM3FVM,21,1435607104348,"[""CAN YOU SIT ON IT?"", ""WEED"", ""0.0""]"
debugWA42VM:debugNM3FVM,22,1435607104523,"[""IS IT A HERBIVORE?"", ""NERVE"", ""0.0""]"
debugWA42VM:debugNM3FVM,23,1435607104716,"[""IS IT A VEHICLE?"", ""RAILROAD"", ""0.0""]"
debugWA42VM:debugNM3FVM,24,1435607105872,"[""IS IT MANUFACTURED?"", ""LIGHTBULB"", ""0.0""]"
debugWA42VM:debugNM3FVM,25,1435607106080,"[""IS IT MANUFACTURED?"", ""LIGHTBULB"", ""0.0""]"
debugWA42VM:debugNM3FVM,26,1435607106272,"[""IS IT MANUFACTURED?"", ""LIGHTBULB"", ""0.0""]"
debugWA42VM:debugNM3FVM,27,1435607106465,"[""IS IT A BODY PART?"", ""SUNBURN"", ""0.0""]"
debugWA42VM:debugNM3FVM,28,1435607106689,"[""DOES IT CHANGE COLOR?"", ""DRIVEWAY"", ""0.0""]"
debugWA42VM:debugNM3FVM,29,1435607106893,"[""IS IT A VEHICLE?"", ""NERVE"", ""0.0""]"
debugWA42VM:debugNM3FVM,30,1435607107113,"[""IS IT GREEN?"", ""CHICKEN"", ""0.0""]"
debugWA42VM:debugNM3FVM,31,1435607107362,"[""IS IT TALLER THAN A PERSON?"", ""SKIN"", ""0.0""]"
debugWA42VM:debugNM3FVM,32,1435607107528,"[""IS IT POINTED / SHARP?"", ""CLOSET"", ""0.0""]"
debugWA42VM:debugNM3FVM,33,1435607107738,"[""IS IT POINTED / SHARP?"", ""CLOSET"", ""0.0""]"
debugWA42VM:debugNM3FVM,34,1435607108002,"[""IS IT WARM BLOODED?"", ""SWEAT"", ""0.0""]"
debugWA42VM:debugNM3FVM,35,1435607108419,"[""IS IT A BODY PART?"", ""HAIR"", ""0.0""]"
debugWA42VM:debugNM3FVM,36,1435607108620,"[""IS IT A BODY PART?"", ""HAIR"", ""0.0""]"
debugWA42VM:debugNM3FVM,37,1435607108842,"[""CAN YOU USE IT UP?"", ""BOULDER"", ""0.0""]"
debugWA42VM:debugNM3FVM,38,1435607109038,"[""IS IT BLUE?"", ""BARN"", ""0.0""]"
debugWA42VM:debugNM3FVM,39,1435607109260,"[""IS IT TALLER THAN A PERSON?"", ""QUART"", ""0.0""]"
debugWA42VM:debugNM3FVM,40,1435607109477,"[""DOES IT CHANGE COLOR?"", ""MOOSE"", ""0.0""]"
debugWA42VM:debugNM3FVM,41,1435607109676,"[""DOES IT HAVE A FLAT / STRAIGHT TOP?"", ""PIMPLE"", ""0.0""]"
debugWA42VM:debugNM3FVM,42,1435607109902,"[""IS IT WARM BLOODED?"", ""BOMB"", ""0.0""]"
debugWA42VM:debugNM3FVM,43,1435607110132,"[""DOES IT HAVE A STRONG SMELL?"", ""CHESTNUT"", ""0.0""]"
debugWA42VM:debugNM3FVM,44,1435607110338,"[""DOES IT CHANGE COLOR?"", ""TRUCK"", ""0.0""]"
debugWA42VM:debugNM3FVM,45,1435607110549,"[""DOES IT HAVE A TAIL?"", ""KEG"", ""0.0""]"
debugWA42VM:debugNM3FVM,46,1435607110765,"[""CAN YOU EAT IT?"", ""FREEZER"", ""0.0""]"
debugWA42VM:debugNM3FVM,47,1435607110967,"[""DOES IT HAVE A STRONG SMELL?"", ""RAISINS"", ""0.0""]"
debugWA42VM:debugNM3FVM,48,1435607111216,"[""DO YOU INTERACT WITH IT?"", ""CINNAMON"", ""0.0""]"
debugWA42VM:debugNM3FVM,49,1435607111433,"[""CAN IT BEND?"", ""FLESH"", ""0.0""]"
debugWA42VM:debugNM3FVM,50,1435607111666,"[""IS IT RED?"", ""RING"", ""0.0""]"
debugWA42VM:debugNM3FVM,51,1435607111864,"[""DOES IT HAVE A TAIL?"", ""TROPHY"", ""0.0""]"
debugWA42VM:debugNM3FVM,52,1435607114345,"[""IS ONE MORE THAN ONE COLORED?"", ""CANDY"", ""0.0""]"
debugWA42VM:debugNM3FVM,53,1435607116477,"[""DOES IT MAKE SOUND CONTINUOUSLY WHEN ACTIVE?"", ""TRIBE"", ""0.0""]"
debugWA42VM:debugNM3FVM,54,1435607118211,"[""WOULD YOU AVOID TOUCHING IT?"", ""WHALE"", ""0.0""]"
debugWA42VM:debugNM3FVM,55,1435607118436,"[""WOULD YOU AVOID TOUCHING IT?"", ""WHALE"", ""0.0""]"
debugWA42VM:debugNM3FVM,56,1435607118656,"[""WOULD YOU FIND IT NEAR A ROAD?"", ""WEED"", ""0.0""]"
debugWA42VM:debugNM3FVM,57,1435607118854,"[""WAS IT AROUND 100 YEARS AGO?"", ""SNOW"", ""0.0""]"
debugWA42VM:debugNM3FVM,58,1435607119080,"[""DO YOU INTERACT WITH IT?"", ""MOOSE"", ""0.0""]"
debugWA42VM:debugNM3FVM,59,1435607119315,"[""DOES IT HAVE A FLAT / STRAIGHT TOP?"", ""SCARF"", ""0.0""]"
debugWA42VM:debugNM3FVM,60,1435607119556,"[""DOES IT COME FROM A PLANT?"", ""TOMATO"", ""0.0""]"
debugWA42VM:debugNM3FVM,61,1435607119798,"[""IS IT WARM BLOODED?"", ""MOCCASINS"", ""0.0""]"
debugWA42VM:debugNM3FVM,62,1435607120006,"[""DOES IT HAVE A STRONG SMELL?"", ""ZEBRA"", ""0.0""]"
debugWA42VM:debugNM3FVM,63,1435607120679,"[""CAN IT BEND?"", ""BLANKET"", ""0.0""]"
debugWA42VM:debugNM3FVM,64,1435607120919,"[""CAN IT BEND?"", ""BLANKET"", ""0.0""]"
debugWA42VM:debugNM3FVM,65,1435607121154,"[""DOES IT CHANGE COLOR?"", ""LOUDSPEAKER"", ""0.0""]"
debugWA42VM:debugNM3FVM,66,1435607121393,"[""IS IT A BUILDING?"", ""NERVE"", ""0.0""]"
debugWA42VM:debugNM3FVM,67,1435607121659,"[""WOULD YOU FIND IT IN THE FOREST?"", ""FLESH"", ""0.0""]"
debugWA42VM:debugNM3FVM,68,1435607121892,"[""IS IT MADE OF METAL?"", ""WHEAT"", ""0.0""]"
debugWA42VM:debugNM3FVM,69,1435607122102,"[""IS IT MANMADE?"", ""PIMPLE"", ""0.0""]"
debugWA42VM:debugNM3FVM,70,1435607122597,"[""CAN YOU SEE THROUGH IT?"", ""TEAR"", ""0.0""]"
debugWA42VM:debugNM3FVM,71,1435607122867,"[""CAN YOU SEE THROUGH IT?"", ""TEAR"", ""0.0""]"
debugWA42VM:debugNM3FVM,72,1435607123090,"[""IS IT FLAT?"", ""PIMPLE"", ""0.0""]"
debugWA42VM:debugNM3FVM,73,1435607123773,"[""DO YOU INTERACT WITH IT?"", ""AUDITORIUM"", ""0.0""]"
debugWA42VM:debugNM3FVM,74,1435607123998,"[""DO YOU INTERACT WITH IT?"", ""AUDITORIUM"", ""0.0""]"
debugWA42VM:debugNM3FVM,75,1435607124295,"[""WAS IT AROUND 100 YEARS AGO?"", ""EYE"", ""0.0""]"
debugWA42VM:debugNM3FVM,76,1435607124890,"[""DOES IT CHANGE COLOR?"", ""LIMB"", ""0.0""]"
debugWA42VM:debugNM3FVM,77,1435607125107,"[""DOES IT CHANGE COLOR?"", ""LIMB"", ""0.0""]"
debugWA42VM:debugNM3FVM,78,1435607125363,"[""DO YOU INTERACT WITH IT?"", ""AUDITORIUM"", ""0.0""]"
debugWA42VM:debugNM3FVM,79,1435607125603,"[""DOES IT MAKE A SOUND?"", ""BARN"", ""0.0""]"
debugWA42VM:debugNM3FVM,80,1435607125821,"[""IS IT POINTED / SHARP?"", ""BROOM"", ""0.0""]"
debugWA42VM:debugNM3FVM,81,1435607126029,"[""IS IT BLACK?"", ""GATE"", ""0.0""]"
debugWA42VM:debugNM3FVM,82,1435607126260,"[""IS IT TALLER THAN A PERSON?"", ""SKULL"", ""0.0""]"
debugWA42VM:debugNM3FVM,83,1435607126479,"[""DO YOU INTERACT WITH IT?"", ""WINE"", ""0.0""]"
debugWA42VM:debugNM3FVM,84,1435607126735,"[""WOULD YOU AVOID TOUCHING IT?"", ""PIMPLE"", ""0.0""]"
debugWA42VM:debugNM3FVM,85,1435607126957,"[""DOES IT COME FROM A PLANT?"", ""RAISINS"", ""0.0""]"
debugWA42VM:debugNM3FVM,86,1435607127205,"[""DO YOU INTERACT WITH IT?"", ""PLUG"", ""0.0""]"
debugWA42VM:debugNM3FVM,87,1435607127646,"[""DOES IT LIVE IN WATER?"", ""PASTE"", ""0.0""]"
debugWA42VM:debugNM3FVM,88,1435607127919,"[""DOES IT LIVE IN WATER?"", ""PASTE"", ""0.0""]"
debugWA42VM:debugNM3FVM,89,1435607128177,"[""DOES IT HAVE A TAIL?"", ""FRIES"", ""0.0""]"
debugWA42VM:debugNM3FVM,90,1435607128465,"[""DOES IT HAVE A TAIL?"", ""SPONGE"", ""0.0""]"
debugWA42VM:debugNM3FVM,91,1435607128675,"[""CAN IT BEND?"", ""WEED"", ""0.0""]"
debugWA42VM:debugNM3FVM,92,1435607128914,"[""IS IT SMOOTH?"", ""FLESH"", ""0.0""]"
debugWA42VM:debugNM3FVM,93,1435607129138,"[""IS IT BLUE?"", ""SEA"", ""0.0""]"
debugWA42VM:debugNM3FVM,94,1435607129389,"[""CAN IT BE EASILY MOVED?"", ""PEACOCK"", ""0.0""]"
debugWA42VM:debugNM3FVM,95,1435607129630,"[""IS IT A PERSON?"", ""REVOLVER"", ""0.0""]"
debugWA42VM:debugNM3FVM,96,1435607129847,"[""IS IT BLUE?"", ""BLUEBIRD"", ""0.0""]"
debugWA42VM:debugNM3FVM,97,1435607130102,"[""IS IT SILVER?"", ""CUPBOARD"", ""0.0""]"
debugWA42VM:debugNM3FVM,98,1435607130351,"[""WAS IT AROUND 100 YEARS AGO?"", ""SNOW"", ""0.0""]"
debugWA42VM:debugNM3FVM,99,1435607130577,"[""WOULD YOU AVOID TOUCHING IT?"", ""SEAGULL"", ""0.0""]"
debugWA42VM:debugNM3FVM,100,1435607132813,"[""IS IT VALUABLE?"", ""DINOSAUR"", ""0.0""]"
debugWA42VM:debugNM3FVM,101,1435607133140,"[""IS IT VALUABLE?"", ""DINOSAUR"", ""0.0""]"
debugWA42VM:debugNM3FVM,102,1435607133385,"[""DOES IT CHANGE COLOR?"", ""MOOSE"", ""0.0""]"
debugWA42VM:debugNM3FVM,103,1435607133887,"[""CAN YOU USE IT UP?"", ""SHOVEL"", ""0.0""]"
debugWA42VM:debugNM3FVM,104,1435607135095,"[""DOES IT CHANGE COLOR?"", ""MOOSE"", ""0.0""]"
debugWA42VM:debugNM3FVM,105,1435607135417,"[""DOES IT CHANGE COLOR?"", ""MOOSE"", ""0.0""]"
debugWA42VM:debugNM3FVM,106,1435607135672,"[""IS IT WARM BLOODED?"", ""IRIS"", ""0.0""]"
debugWA42VM:debugNM3FVM,107,1435607136227,"[""IS IT TALLER THAN A PERSON?"", ""SAW"", ""0.0""]"
debugWA42VM:debugNM3FVM,108,1435607136477,"[""IS IT TALLER THAN A PERSON?"", ""SAW"", ""0.0""]"
debugWA42VM:debugNM3FVM,109,1435607136722,"[""DOES IT HAVE A STRONG SMELL?"", ""TIGER"", ""0.0""]"
debugWA42VM:debugNM3FVM,110,1435607136949,"[""IS IT SILVER?"", ""CUPBOARD"", ""0.0""]"
debugWA42VM:debugNM3FVM,111,1435607137190,"[""IS IT TALLER THAN A PERSON?"", ""NOTE"", ""0.0""]"
debugWA42VM:debugNM3FVM,112,1435607137431,"[""CAN YOU SEE THROUGH IT?"", ""WINDOW"", ""0.0""]"
debugWA42VM:debugNM3FVM,113,1435607137681,"[""IS IT WARM BLOODED?"", ""MOCCASINS"", ""0.0""]"
debugWA42VM:debugNM3FVM,114,1435607137897,"[""IS IT A VEHICLE?"", ""RAILROAD"", ""0.0""]"
debugWA42VM:debugNM3FVM,115,1435607138161,"[""IS IT POINTED / SHARP?"", ""PUPPY"", ""0.0""]"
debugWA42VM:debugNM3FVM,116,1435607138419,"[""DOES IT HAVE A STRONG SMELL?"", ""TIGER"", ""0.0""]"
debugUWVNMI:debug4U8V6T,0,1435607178241,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""]}"
debugUWVNMI:debug4U8V6T,1,1435607179111,"{""action"": ""FinishInstructions"", ""indexOf"": 0, ""viewTime"": 862, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html""}"
debugUWVNMI:debug4U8V6T,2,1435607180041,"[""DOES IT HAVE A STRONG SMELL?"", ""SURF"", ""0.0""]"
debugUWVNMI:debug4U8V6T,3,1435607180258,"[""DOES IT HAVE A STRONG SMELL?"", ""SURF"", ""0.0""]"
